Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,City,Tags,place_id
Travel Agents,SUPERLINK TOURS (PVT) LTD,"NO:70, ""LUCKY PLAZA"", KOLLUPITIYA LANE, COLOMBO 3",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1292
Travel Agents,SUPERLINK TRAVELS (PVT) LTD,"NO:70, ""LUCKY PLAZA"" , KOLLUPITIYA LANE, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1293
Restaurants,SUPIPI LANKA RESTAURANT & PUB,"765/B, THORANA JUNCTION, KANDY ROAD, KALANIYA",B,Gampaha,Peliyagoda,Mahara Divisional Secretariat,Kalaniya,nightlife restaurant restaurants,1294
Spice Gardens,SURATHURA SPICE & HERBAL GARDEN,"NO. 03, THOTAGAMUWA, PALAPATHWALA, MATALE",Unrated,Matale,Matale,Matale Divisional Secretariat,Matale,garden spice-gardens wellness,1295
Travel Agents,SURREXI TRAVELS (PVT) LTD,"NO.125, GONGAMPALA ROAD, KELANIYA",Unrated,Gampaha,Kelaniya Pradeshiya Sabha,Kelaniya Divisional Secretariat,Kelaniya,tour-operator travel-agents,1296
Travel Agents,SURYA LANKA AYURVEDA HOLIDAYS,"75/1BARES PLACE,COLOMO 7",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colomo,tour-operator travel-agents wellness,1297
Spice Gardens,SUSANTHA SPICE AND HERBAL GARDEN,"NO. 27, GANETHENNA, HINGULA, MAWANELLA",Unrated,Matale,Matale,Mawanella Divisional Secretariat,Mawanella,garden spice-gardens wellness,1298
Restaurants,SUSHI BAR SAMURAI,"226 1/1 SRI JAYAWARDANA PURA MW, RAJAGIRIYA",A,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,Rajagiriya,nightlife restaurants,1299
Travel Agents,SWISS LANKA REISEN (PRIVATE) LIMITED,"NO. 34, SRI SARANANKARA ROAD, WELIWATTHA, GALLE",Unrated,Galle,Galle,Galle Divisional Secretariat,Galle,tour-operator travel-agents,1300
Restaurants,T LOUNGE BY DILMAH,"62/2,CHATHAM STREET,COLOMBO 1",B,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,1301
Travel Agents,T.C. HOLIDAYS (PVT) LTD,"108 A 1/1, MAYA AVENUE, COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1302
Travel Agents,TADA LANKA TRAVELS (PVT) LTD,"NO.732, MARADANA ROAD, COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1303
Travel Agents,TAJ TRAVEL SERVICES (PVT) LTD,"NO. 86-1, 03RD FLOOR, CHATHAM STREET, COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1304
Restaurants,TALPE BEACH,"NO 1042, MATARA ROAD, TALPE, GALLE",A,Galle,Habaraduwa,Habaraduwa Divisional Secretariat,Galle,beach restaurants,1305
Restaurants,TAMARIND TREE,"NO:5,BASELINE ROAD,AVARIWATTA,KATUNAYAKA",B,Gampaha,Katunayake-Seeduwa,Katana Divisional Secretariat,Katunayaka,restaurants,1306
Restaurants,TANG DYNASTY CHINESE RESTAURANT,"NO 75,DICKMANS ROAD,COLOMBO 05",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,asian-cuisine restaurant restaurants,1307
Travel Agents,TANGERINE TOURS (PVT) LTD,"NO.236, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1308
Restaurants,TAPHOUSE BY R N R,"DUTCH HOSPITAL BUILDNE,COLOMBO 01",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,1309
Restaurants,TAPHOUSE BY RNR,"SHOP NO- GF 07,DUTCH HOSPITAL SHOPPING PRECINT,GALLE FORT,GALLE",A,Galle,Galle,Galle Divisional Secretariat,Galle,restaurants,1310
Travel Agents,TAPROBANE TRAVELS ( PVT ) LTD,"NO.4/B,2ND CROSS STREET,TALBOT TOWN,GALLE.",Unrated,Galle,Galle,Galle Divisional Secretariat,Galle.,tour-operator travel-agents,1311
Tourist Shops,TAPROSILK,"N0.658 /A PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tourist-shops,1312
Restaurants,TASTEES BANANA,"39B PORUTHOTA ROAD, ETHTHUKALA, NEGOMBO",A,Gampaha,Negombo,Gampaha Divisional Secretariat,Negombo,restaurants,1313
Restaurants,TGI FRIDAYS,"23,CANAL ROW,FORT,COLOMBO 01",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,1314
Travel Agents,TGL LANKA TRAVELS (PTE) LTD,"NO.43/03, THIRD FLOOR, BODHIRAJA MAWATHA, KURUNEGALA",Unrated,Kurunegala,Kurunegala,Kurunegala Divisional Secretariat,Kurunegala,tour-operator travel-agents,1315
Travel Agents,TGL TRAVELS & TOURS (PVT) LTD,"NO.90, CHATHAM STREET, COLOMBO 01.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 01.,tour-operator travel-agents,1316
Travel Agents,THAMBAPANNI TREASURES (PVT) LTD,"306 1/1,GALLE ROAD,MT LAVINIA,SRI LANKA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Sri Lanka,tour-operator travel-agents,1317
Travel Agents,THAMBILI ISLAND{PVT}LTD,"NO 49 1/2,COLOMBO ROAD,BORALESGAMUWA",Unrated,Colombo,Boralesgamuwa,Dehiwala Divisional Secretariat,Boralesgamuwa,tour-operator travel-agents,1318
Restaurants,THANU RESTAURANT,"KATHIOLLOI,INUVIL EAST,INUVIL.",A,Jaffna,Jaffna,Jaffna Divisional Secretariat,Inuvil.,restaurant restaurants,1319
Restaurants,THE BAY LEAF,"SHOP #5 OLD DUTCH HOSPITAL COMPLEX ECHELON SQUARE,COLOMBO-01",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,beach restaurants,1320
Travel Agents,THE BOTTOM LINE,"HOTEL TAJ SAMUDRA, NO.25, GALLE FACE CENTRE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1321
Travel Agents,THE BOTTOM LINE HOLIDAYS (PVT) LIMITED,"SUNCITY, NO.18-2/2, ST.ANTHONYS MAWATHA, COLOMBO 3.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 3.,tour-operator travel-agents,1322
Restaurants,THE BOULEVARD,"NO 33,QUEENS ROAD,COLOMBO 03",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,restaurants,1323
Restaurants,THE CINNAMON HOLIDAY RESORT,"ELPITIYA ROAD,URUGASMANHANDIYA.",A,Galle,Galle,Karandeniya Divisional Secretariat,Urugasmanhandiya.,restaurants stay tour-operator,1324
Restaurants,THE CLUB,"NO.3B2, SHOPPING COMPLEX, GREENS ROAD, NEGOMBO.",B,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo.,restaurants,1325
Restaurants,THE DEN,"NO.418/1/1,1ST FLOOR,GALLE ROAD,COLOMBO 03.",A,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo 03.,restaurants,1326
Travel Agents,THE EDUCATOR,"NO:03, 4TH FLOOR, DARMARAJA MAWATHA, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1327
Restaurants,THE EXCHANGE RESTAURANT,"NO. 39/4/1,CANAL RAW,COLOMBO 01.",B,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 01.,restaurant restaurants,1328
Tourist Shops,THE EXOTIC,"45,5TH LANE,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tourist-shops,1329
Travel Agents,THE FILM TEAM (PVT) LTD,"NO.60, WALTER GUNASEKARA MAWATHA, NAWALA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Nawala,tour-operator travel-agents,1330
Travel Agents,THE GLOBAL TRAVELS AND LEISURE (PVT) LTD,"NO 3 A, ANANDA MAWATHA, COLOMBO 10,,",Unrated,Colombo,Colombo,Maradana,Colombo,tour-operator travel-agents,1331
Restaurants,THE GRAND TOURIST HOLIDAY RESORT,"4/B/2,STAGE 1,LAKE ROAD,HARISCHANDRA MAWATHA,ANURADHAPURA.",B,Anuradhapura,Anuradhapura,Anuradhapura East,Anuradhapura.,restaurants stay tour-operator,1332
Spice Gardens,THE ISLAND SPICE GROOVE,"NO. 25, UTUWANKANDA, MAWANELLA",Unrated,Kegalle,Kegalle,Mawanella Divisional Secretariat,Mawanella,garden spice-gardens,1333
Travel Agents,THE ISLE OF PEARL HOLIDAYS (PVT) LTD,"FIRST FLOOR,107/A, ST.MARY'S ROAD JA ELA",Unrated,Gampaha,Gampaha,Ja-Ela Divisional Secretariat,St.Mary'S Road Ja Ela,tour-operator travel-agents,1334
Restaurants,THE MANGO TREE,"NO.82,DHARMAPALA MAWATHA,COLOMBO-03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,restaurants,1335
Restaurants,THE MANHATTAN FISH MARKET,"997/1,SRI JAYAWARDANAPURA ROAD,RAJAGIRIYA.",A,Colombo,Sri Jayawardenapura-Kotte,Sri jayawadanapura,Rajagiriya.,restaurants,1336
Travel Agents,THE NEPPON ENTERPRISES (PVT) LTD,"NO. 9 A, MAURICE PLACE, ISIPATHANA MAWATHA, COLOMBO 5",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1337
Restaurants,THE NEW PAN RESTAURANT,"NO. 218/4 , NEGOMBO ROAD , WATTALA",A,Gampaha,Gampaha,Gampaha Divisional Secretariat,Wattala,restaurant restaurants,1338
Restaurants,THE PAN RESTAURANT,"NO.107,OLD NEGOMBO ROAD,WATTALA",A,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,Wattala,restaurant restaurants,1339
Restaurants,THE PAVILION,"NO. 100/10, INDEPENDENCE AVENUE,COLOMBO-07",B,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo-,restaurants,1340
Restaurants,THE PUBLIC HOUSE HOTEL & RESTAURANT,"NO. 255, KANDY ROAD, WARAKAPOLA",A,Kegalle,Kegalle,Warakapola Divisional Secretariat,Warakapola,restaurant restaurants stay,1341
Water Sports Centers,THE RAFTERS RETREAT,HILLAND GROUP KITHULGALA,Unrated,Kegalle,Kegalle,Kegalle Divisional Secretariat,Hilland Group Kithulgala,water-sports-centers watersport,1342
Water Sports Centers,THE RASCALS KITE RESORT,"KUDAWA, KANDAKULIYA, KALPITIYA.",Unrated,Puttalam,Ampara,Ampara Divisional Secretariat,Kalpitiya.,stay water-sports-centers watersport,1343
Restaurants,THE RE-PUB.LK,"57, HOSPITAL STREET, COLOMBO 01.",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 01.,nightlife restaurants,1344
Restaurants,THE REGENT COUNTRY CLUB,"5/1,21ST LANE, ISURUPURA,MALABE",A,Colombo,Kaduwela Pradeshiya Sabha,kaduwela Divisional Secretariat,Malabe,restaurants,1345
Tourist Shops,THE SILVER JEWELLERY SHOP,"118/7,JINADASA NIYATHAPALA MAWATHA, NARAHENPITA , COLOMBO 05.",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo 05.,shopping tourist-shops,1346
Restaurants,THE SIZZLE,"29/1,STATION ROAD,DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,restaurants,1347
Restaurants,THE SIZZLE RESTAURANT,"32,WALUKARAMA ROAD,COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,1348
Restaurants,THE STATION S.U.N,"NO. 41/1, WASALA RD, DEHIWALA",A,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Dehiwala,restaurants,1349
Travel Agents,THE SUNWAY TRAVELS AND LEISURE,"NO.8A,VAJIRA ROAD,BAMBALAPITIYA,COLOMBO 04",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1350
Restaurants,THE SUSHIBAR SAMURAI,"ETHUKALE,PORUTOTA ROAD,NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,restaurants,1351
Travel Agents,THE THAPROBANA-DIFFERENT DISCOVERY,"NO.67, BIG CITY, YATIYANA, MINUWANGODA",Unrated,Gampaha,Gampaha,Minuwangoda Divisional Secretariat,Minuwangoda,tour-operator travel-agents,1352
Travel Agents,THE TRAVEL CAFE (PVT) LTD,"NO.85/23,JAWATTE GARDENS,COLOMBO 05",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,cafe tour-operator travel-agents,1353
Travel Agents,THE TRAVEL CONCIERGE (PVT) LTD,"NO. 255/15B, TORRINGTON GARDENS, TORRINGTON AVENUE, COLOMBO 07",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1354
Travel Agents,THE TRAVEL LINE,"287,LAYARDS BROADWAY ROAD,COLOMBO 14.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 14.,tour-operator travel-agents,1355
Travel Agents,THE TRAVEL MARKET (PVT) LTD,"NO. 182, AIRLINK TOWERS, MAIN STREET, KATTANKUDY 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Kattankudy,tour-operator travel-agents,1356
Travel Agents,THE TRAVELEX,"NO.74, 1ST FLOOR, SRI SANGARAJA MAWATHA, COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1357
Travel Agents,THE TRAVELLER GLOBAL (PVT) LTD,"UG 95, PEOPLES PARK,COLOMBO 11.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 11.,tour-operator travel-agents,1358
Travel Agents,THE TRIP SQUARE (PVT) LTD,"NO 34A, 1/1, 1ST FLOOR, JAMBUGASMULLA ROAD, NUGEGODA",Unrated,Colombo,Maharagama,Maharagama Divisional Secretariat,Nugegoda,tour-operator travel-agents,1359
Restaurants,THE TUNA AND THE CRAB,"GF 01-OLD DUTCH HOSPITAL,GALEE FORT, GALLE",A,Galle,Galle,Galle Divisional Secretariat,Galle,restaurants,1360
Restaurants,THE WHITE HOUSE RESTAURANT.,"NO 31 GALLE ROAD, AMBALANGODA.",A,Galle,Ambalangoda,Ambalangoda Divisional Secretariat,Ambalangoda.,restaurant restaurants,1361
Restaurants,THE WHITE ROSE TOURIST RESTAURANT,"PORUTOTA ROAD, ETTUKALA, NEGOMBO",A,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,restaurant restaurants,1362
Restaurants,THIDAS ARANA RESTAURANT,"23RD MILE POST,BENDIWEWA,POLONNARUWA",A,Polonnaruwa,Polonnaruwa,Thamankaduwa Divisional Secretariat,Polonnaruwa,restaurant restaurants,1363
Tourist Shops,TIESH BY LAKMINI,"253, R.A. DE MEL MAWATHA, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tourist-shops,1364
Travel Agents,TIME TRAVELS,"467,GALLE ROAD,WEWALA,HIKKADUWA",Unrated,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,Hikkaduwa,tour-operator travel-agents,1365
Restaurants,TIVERTON CHINESE RESTAURANT,"NO. 225, COLOMBO STREET, KANDY",A,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,asian-cuisine restaurant restaurants,1366
Restaurants,TONG NI ROAST MEAT RESTAURANT,"NO.59, WALUKARAMA ROAD, COLOMBO 03",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurant restaurants,1367
Tourist Shops,TONY'S FAIR,"530, COLOMBO ROAD, KIRIBATHKUMBURA, KANDY.",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy.,tourist-shops,1368
Travel Agents,TOUR BLUE HOLDINGS PVT LTD,"NO.20/16,FIFE ROAD,COLOMBO 05.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 05.,tour-operator travel-agents,1369
Travel Agents,TOUR SOLUTIONS LANKA (PVT) LTD,"NO.128, VAUXHALL STREET, COLOMBO 2",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1370
Travel Agents,TOURAMA (PVT) LTD,"LEVEL 03, AUTODROME BUILDING, NO 304, UNION PLACE ,COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1371
Travel Agents,TOURISM CEYLON D.M.C. (PVT) LTD,"NO. 160, NAWALA ROAD, NAWALA.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Nawala.,tour-operator travel-agents,1372
Travel Agents,TOURMASTER LANKA INTERNATIONAL (PVT) LTD,"343/2, SCHOOL LANE, THIMBIRIGASKATUWA, NEGOMBO",Unrated,Gampaha,Negombo,Negombo Divisional Secretariat,Negombo,tour-operator travel-agents,1373
Travel Agents,TRABANA TOURS (PVT) LTD,"NO. 26C/1, ALWIS PLACE, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1374
Travel Agents,TRADEWIND HOLIDAYS(PVT) LTD,"NO 59,WARD PLACE,COLOMBO 7",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1375
Restaurants,TRANQUIL ULTRA LOUNGE,"NO:85B,DHARMAPALA MAWATHA,COLOMBO 7",A,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,restaurants,1376
Travel Agents,TRANSMIT TRAVELS,"NO. 292/6, GALLE ROAD, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1377
Travel Agents,TRANSTOURS & TRAVELS,"NO:129/1,JAYANTHA WEERASEKARA MAWATHA,COLOMBO 10",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1378
Travel Agents,TRANSWORLD TRAVELS & TOURS,"NO:476 C7, MARADANA SHOPPING COMPLEX,MARADANA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Maradana,tour-operator travel-agents,1379
Travel Agents,TRAVEL AMAYA,"NO:380/3,PAHALA BIYANVILA,KADAWATHA",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Kadawatha,tour-operator travel-agents,1380
Travel Agents,TRAVEL ARCADE (PVT)LTD,"NO.102, HAVELOCK ROAD,COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1381
Travel Agents,TRAVEL ARCADE CEYLON (PVT) LTD,"COLOMBO ROAD, GALAHTIIYAWA, MADAMPE",Unrated,Puttalam,Puttalam Pradeshiya Sabha,Madampe Divisional Secretariat,Madampe,tour-operator travel-agents,1382
Travel Agents,TRAVEL ARCADE HOLIDAYS (PVT) LTD,"NO.102A, HAVELOCK ROAD, COLOMBO 05",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,1383
Travel Agents,TRAVEL CALL (PVT) LTD,"NO 376/1/1 NEGOMBO ROAD, WATTALA",Unrated,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,Wattala,tour-operator travel-agents,1384
Travel Agents,TRAVEL COLOMBO,"NO.371/1,PARANA AMBALAMA,USWETAKEYYAWA.",Unrated,Gampaha,Wattala Pradeshiya Sabha,Wattala Divisional Secretariat,Uswetakeyyawa.,tour-operator travel-agents,1385
Travel Agents,TRAVEL DATA TOURS AND TRAVEL (PVT) LTD,"NO:9,SCHOOL LANE,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1386
Travel Agents,TRAVEL DELEGATES PVT LTD,"NO. 1B, 1/3,,DEANSTON PLACE,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1387
Travel Agents,TRAVEL DEVELOPMENT LANKA (PVT) LTD,"ROOM 130,.FIRST FLOOR,GALADARI HOTEL,64,LOTUS ROAD,COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1388
Travel Agents,TRAVEL FLICK GLOBAL (PVT) LTD,"NO 94/3,STACE ROAD,GRAND PASS,COLOMBO-14",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo-,tour-operator travel-agents,1389
Travel Agents,TRAVEL GURU LANKA (PRIVATE) LIMITED,"TRAVEL GURU LANKA (PRIVATE) LIMITED,TISARA PAZA, 135, DUTUGAMUNU STREET,KOHUWALA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Kohuwala,tour-operator travel-agents,1390
Travel Agents,TRAVEL IN STYLE (PVT) LTD,"NO:16/20,MARCAN MARKAR MAWATHA, GALLE FACE COURT 02,COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1391
Travel Agents,TRAVEL LANKA CONNECTION PVT LTD,"NO.39,LEVEL 02,CANAL ROW,COLOMBO 01",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1392
Travel Agents,TRAVEL LANKA JOURNEYS (PVT) LTD,"NO.1630/4,S.W.PERERA MAWATHA,COTTAH ROAD,RAJAGIRIYA.",Unrated,Colombo,Sri Jayawardenapura-Kotte,Kotte Divisional Secretariat,Rajagiriya.,tour-operator travel-agents,1393
Travel Agents,TRAVEL LOUNGE (PVT) LTD,"NO.2, 1/1, NELSON PLACE, COLOMBO 06",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1394
Travel Agents,TRAVEL MISSION (PVT) LTD,"NO;21 DEAL PLACE, COLOMBO 03",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1395
Travel Agents,TRAVEL OUTLOOK (PVT) LTD,"NO.98, PAMANKADA ROAD, COLOMBO 06.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 06.,tour-operator travel-agents,1396
Travel Agents,TRAVEL SENSATE (PVT) LTD,"NO 40/B1, MAIN STREET, WENNAPPUWA",Unrated,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,Wennappuwa,tour-operator travel-agents,1397
Travel Agents,TRAVEL SPACE (PVT) LIMITED,"NO.99/1, PERADENIYA ROAD, KANDY",Unrated,Kandy,Kandy,Kandy Divisional Secretariat,Kandy,tour-operator travel-agents,1398
Travel Agents,TRAVEL TALK (PVT) LTD,"273,VAUXHALL STREET,COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1399
Travel Agents,TRAVEL TRENDS LEISURE (PVT) LTD,"19/D/1/3, PAGODA ROAD, NUGEGODA",Unrated,Colombo,Sri Jayawardenapura-Kotte,Nugegoda Divisional Secretariat,Nugegoda,tour-operator travel-agents,1400
Travel Agents,TRAVEL WORLD (PVT) LTD,"NO.12, GALLE FACE COURT 2, COLOMBO 3",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1401
Travel Agents,TRAVEL WORLD EXPERIENCES LANKA (PVT) LTD,"14/4, PARK STREET, COLOMBO 02",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1402
Travel Agents,TRAVELATIONS (PVT) LTD,"NO.01, EBERT PLACE, COLOMOBO 5",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colomobo,tour-operator travel-agents,1403
Travel Agents,TRAVELLER GLOBAL DESTINATION & LEISURE HOLIDAYS (PVT) LTD,"NO. 377A, GALLE ROAD, COLOMBO 03.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 03.,tour-operator travel-agents,1404
Travel Agents,TRAVELMATE LANKA (PVT) LTD,"OCEANS 08,26/08,DE SERAM ROAD,MOUNT LAVINIA",Unrated,Colombo,Dehiwala-Mount Lavinia,Dehiwala Divisional Secretariat,Mount Lavinia,tour-operator travel-agents,1405
Travel Agents,TRAVELON LIMITED,"NO:202A, SRI JAMES PEIRIS MAWATHA,COLOMBO 2",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1406
Travel Agents,TRAVELSERV LIMITED,"NO:71/1, GREGORY S ROAD, COLOMBO 07.",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo 07.,tour-operator travel-agents,1407
Travel Agents,TRAVELWIND HOLIDAYS (PVT) LTD,"272 F,DEHIWALA-MAHARAGAMA ROAD,BELLANWILA, BORALASGAMUWA.",Unrated,Colombo,Dehiwala-Mount Lavinia,Kesbewa Divisional Secretariat,Boralasgamuwa.,tour-operator travel-agents,1408
Travel Agents,TRAVOLIC VENTURES (PVT) LTD,"NO:243/17, DAM STREET, COLOMBO12",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1409
Travel Agents,TREE OF LIFE TRAVELS (PVT) LTD,"NO.01, DIAS PLACE , PEPILIYANA ROAD, NUGEGODA, SRI LANKA",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Sri Lanka,tour-operator travel-agents,1410
Travel Agents,TREK LANKA,"NO. 129,AIRPORT ROAD,ANDIAMBALAMA",Unrated,Gampaha,Katana Pradeshiya Sabha,Katana Divisional Secretariat,Andiambalama,tour-operator travel-agents,1411
Travel Agents,TRIPFUSION DMC,"NO. 98, 5TH FLOOR,,HAVELOCK ROAD,COLOMBO 5",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo,tour-operator travel-agents,1412
Spa & Wellness Centers,TRIVANA LOTUS SPA (PVT) LTD.,"SHOP NO. 19,,INDEPENDENCE ARCADE,,COLOMBO 07.",Unrated,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,Colombo 07.,spa-and-wellness-centers wellness,1413
Travel Agents,TROPIC LANKA TRAVELS & TOURS (PVT) LTD,"NO:593,COLOMBO ROAD,LIYANAGEMULLA,SEEDUWA",Unrated,Gampaha,Gampaha,Gampaha Divisional Secretariat,Seeduwa,tour-operator travel-agents,1414
Travel Agents,TROPICAL ASIA TOURS (PVT) LTD,"NO.23A, GOWER STREET, COLOMBO 05",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1415
Travel Agents,TROPICAL ESCAPES PVT LTD,"NO:296, D3,BATAGAMA SOUTH,KANDANA",Unrated,Gampaha,Ja-Ela Pradeshiya Sabha,Ja-Ela Divisional Secretariat,Kandana,tour-operator travel-agents,1416
Travel Agents,TROPICAL TRAVEL HOLIDAYS (PVT) LTD,"NO.18, CASTLE AVENUE, COLOMBO 8",Unrated,Colombo,Colombo,Colombo Divisional Secretariat,Colombo,tour-operator travel-agents,1417
Restaurants,TROPICAL VILLAGE RESORT,"PALWEHERA,DAMBULLA",B,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,Dambulla,restaurants stay,1418
Travel Agents,TROPICAL WAY TOURS,"NO 01,1ST STAGE,1ST FLOOR,SUPER MARKET,WENNAPUWA",Unrated,Puttalam,Wennappuwa Pradeshiya Sabha,Wennappuwa Divisional Secretariat,Wennapuwa,tour-operator travel-agents,1419
